date,nav
2006-04-28,20370820.848921087
2006-05-05,21589595.738837983
2006-05-12,21398323.902967717
2006-05-19,18861087.202144016
2006-05-26,19119603.82514702
2006-06-02,18156740.640186787
2006-06-09,17519601.972136155
2006-06-16,17398820.299891893
2006-06-23,17524930.743815843
2006-06-30,17654552.60361809
2006-07-07,17564834.36242241
2006-07-14,17738011.535838548
2006-07-21,17401853.613630906
2006-07-28,17484952.82554497
2006-08-04,17565953.032866135
2006-08-11,17640869.791334763
2006-08-18,17756008.591322556
2006-08-25,17697415.494658127
2006-09-01,17742406.24132822
2006-09-08,17707958.471586972
2006-09-15,17982667.652461912
2006-09-22,18174828.573390868
2006-09-29,18435831.973148253
2006-10-06,18344981.392459773
2006-10-13,19064777.717677977
2006-10-20,19046266.078685667
2006-10-27,19304113.287296202
2006-11-03,19638694.2780036
2006-11-10,19680553.362491515
2006-11-17,19896607.061405085
2006-11-24,20295088.42454901
2006-12-01,20734946.84174719
2006-12-08,20551805.116649535
2006-12-15,20528362.26264563
2006-12-22,20329055.044834044
2006-12-29,20965693.092075255
2007-01-05,21241534.614437006
2007-01-12,21506864.221263792
2007-01-19,21988437.09363928
2007-01-26,20442947.879616775
2007-02-02,20831605.95607609
2007-02-09,20797003.49071354
2007-02-16,20564292.433027077
2007-02-23,19664517.584718972
2007-03-02,18895192.790613785
2007-03-09,19045166.359906524
2007-03-16,18814947.320660003
2007-03-23,19504821.14086569
2007-03-30,19456161.769459136
2007-04-06,19392472.845667023
2007-04-13,20063657.53093924
2007-04-20,20865196.234957755
2007-04-27,20384966.26500714
2007-05-04,20618779.239689678
2007-05-11,20417165.3198708
2007-05-18,21219511.90108952
2007-05-25,21383361.494603008
2007-06-01,21656016.10900349
2007-06-08,20789311.247314572
2007-06-15,20995877.681602597
2007-06-22,21372930.626606107
2007-06-29,21797520.077015042
2007-07-06,22134286.25064099
2007-07-13,22737639.414898038
2007-07-20,23163107.63484978
2007-07-27,22546136.940383535
2007-08-03,22358299.934375387
2007-08-10,21878686.956977315
2007-08-17,21115512.768774416
2007-08-24,20982236.393469244
2007-08-31,22287409.602318197
2007-09-07,22953170.14444082
2007-09-14,23293523.141675163
2007-09-21,24503125.877043888
2007-09-28,25581285.822043583
2007-10-05,26585177.28789731
2007-10-12,27534518.577346854
2007-10-19,26199088.190143637
2007-10-26,29653773.748676352
2007-11-02,30167674.670047812
2007-11-09,29567811.846862845
2007-11-16,30742598.188137107
2007-11-23,29309589.886272483
2007-11-30,30263208.919483237
2007-12-07,31569083.899261527
2007-12-14,32326781.973918967
2007-12-21,30736480.437419944
2007-12-28,32457112.845760398
2008-01-04,33394178.445396475
2008-01-11,32565691.125507407
2008-01-18,29618693.320479825
2008-01-25,28647410.58819528
2008-02-01,28215003.87509683
2008-02-08,27929906.970473573
2008-02-15,28432074.12191324
2008-02-22,28070742.958556917
2008-02-29,28070188.666709688
2008-03-07,27499763.165122125
2008-03-14,27447212.691054437
2008-03-21,27031621.714784298
2008-03-28,26995975.773640353
2008-04-04,26972480.634933613
2008-04-11,27015881.461342
2008-04-18,27012359.641449116
2008-04-25,27521935.402542256
2008-05-02,27721739.395285483
2008-05-09,27051364.67626013
2008-05-16,27266127.01159872
2008-05-23,26623903.688650265
2008-05-30,27082519.64454092
2008-06-06,26613692.52914633
2008-06-13,26452389.06795574
2008-06-20,26106986.360402144
2008-06-27,24936575.828897018
2008-07-04,24612975.649879225
2008-07-11,24523424.894935377
2008-07-18,24358981.06508255
2008-07-25,24750837.58311844
2008-08-01,24753171.054950714
2008-08-08,24928670.95241165
2008-08-15,24968193.319293976
2008-08-22,25008996.62495804
2008-08-29,25111831.36156082
2008-09-05,25094562.857349396
2008-09-12,24974760.24000885
2008-09-19,24735033.98997204
2008-09-26,25031013.1013612
2008-10-03,25164581.724270746
2008-10-10,23766639.2935363
2008-10-17,23764258.662982102
2008-10-24,23501624.934131395
2008-10-31,23501624.934131395
2008-11-07,23501624.934131395
2008-11-14,23502366.320117723
2008-11-21,23502366.320117723
2008-11-28,23502366.320117723
